Country Name,Country Code,Series Name,Series Code,2010 [YR2010]
Malta,MLT,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,6.8
Malta,MLT,Individuals using the Internet (% of population),IT.NET.USER.ZS,63
Malta,MLT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.072
Malta,MLT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,162164700
Marshall Islands,MHL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,9.1
Marshall Islands,MHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,7
Marshall Islands,MHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.568
Marshall Islands,MHL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,4337794152.82681
Mauritania,MRT,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,4.8
Mauritania,MRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,4
Mauritania,MRT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,46.588
Mauritania,MRT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,836.635449255316
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,10003670690.3497
Mauritius,MUS,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,16.2
Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,28.33
Mauritius,MUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,41.555
Mauritius,MUS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,7072.21945351844
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1057801295584.05
Mexico,MEX,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,10.8
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,31.05
Mexico,MEX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.815
Mexico,MEX,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,7362.91655221324
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,296944122.022674
"Micronesia, Fed. Sts.",FSM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,6.2
"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,20
"Micronesia, Fed. Sts.",FSM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.298
"Micronesia, Fed. Sts.",FSM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,6974960426.21652
Moldova,MDA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,7.6
Moldova,MDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,32.3
Moldova,MDA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.62
Moldova,MDA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1636.32957969151
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,5362649006.62252
Monaco,MCO,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,6.7
Monaco,MCO,Individuals using the Internet (% of population),IT.NET.USER.ZS,75
Monaco,MCO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Monaco,MCO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,7189481824.07288
Mongolia,MNG,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,1.6
Mongolia,MNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.2
Mongolia,MNG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.567
Mongolia,MNG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1822.2446916203
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,4139192052.98013
Montenegro,MNE,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,6.9
Montenegro,MNE,Individuals using the Internet (% of population),IT.NET.USER.ZS,37.5
Montenegro,MNE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,64.14
Montenegro,MNE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,5867.36860750822
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,93216746661.5977
Morocco,MAR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,8.3
Morocco,MAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,52
Morocco,MAR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.018
Morocco,MAR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2472.54521264277
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,11087646867.9421
Mozambique,MOZ,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,4
Mozambique,MOZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,4.17
Mozambique,MOZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,31.83
Mozambique,MOZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,356.200999308011
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,49540813342.4834
Myanmar,MMR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,3.2
Myanmar,MMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.25
Myanmar,MMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,28.885
Myanmar,MMR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,942.797631976479
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,11282192605.0374
Namibia,NAM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,4.4
Namibia,NAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,11.6
Namibia,NAM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,41.616
Namibia,NAM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4509.12949169196
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,49235796.7057166
Nauru,NRU,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,30.9
Nauru,NRU,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Nauru,NRU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Nauru,NRU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,16002656434.4746
Nepal,NPL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,3.9
Nepal,NPL,Individuals using the Internet (% of population),IT.NET.USER.ZS,7.93
Nepal,NPL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.768
Nepal,NPL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,550.736959071206
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,846554894931.084
Netherlands,NLD,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,5.3
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,90.72
Netherlands,NLD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.134
Netherlands,NLD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,41980.6520740401
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,..
New Caledonia,NCL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,7.2
New Caledonia,NCL,Individuals using the Internet (% of population),IT.NET.USER.ZS,42
New Caledonia,NCL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.102
New Caledonia,NCL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,146583831538.331
New Zealand,NZL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,5.2
New Zealand,NZL,Individuals using the Internet (% of population),IT.NET.USER.ZS,80.46
New Zealand,NZL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.16
New Zealand,NZL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,26603.7568955635
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,8758639096.47693
Nicaragua,NIC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,10
Nicaragua,NIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,10
Nicaragua,NIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.917
Nicaragua,NIC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1274.91503859892
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,5718664504.91341
Niger,NER,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,3.9
Niger,NER,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.83
Niger,NER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.221
Niger,NER,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,303.727248206338
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,363359886203.409
Nigeria,NGA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,4.7
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,11.5
Nigeria,NGA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.48
Nigeria,NGA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1823.66132537102
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,9407168702.4313
North Macedonia,MKD,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,6.9
North Macedonia,MKD,Individuals using the Internet (% of population),IT.NET.USER.ZS,51.9
North Macedonia,MKD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.089
North Macedonia,MKD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3458.0332561669
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,799000000
Northern Mariana Islands,MNP,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..
Northern Mariana Islands,MNP,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Northern Mariana Islands,MNP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,90.949
Northern Mariana Islands,MNP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,428757038466.841
Norway,NOR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,3.6
Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,93.39
Norway,NOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.102
Norway,NOR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,68568.6281428435
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,58642392717.8153
Oman,OMN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,13.4
Oman,OMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,35.8278
Oman,OMN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,75.161
Oman,OMN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,10546.3665370796
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,177165635077.065
Pakistan,PAK,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,9.1
Pakistan,PAK,Individuals using the Internet (% of population),IT.NET.USER.ZS,8
Pakistan,PAK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34.997
Pakistan,PAK,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,946.338448530506
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,183498800
Palau,PLW,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,9.1
Palau,PLW,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Palau,PLW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.817
Palau,PLW,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,29440300000
Panama,PAN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,9.6
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,40.1
Panama,PAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,65.14
Panama,PAN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,6920.05544768771
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,14250755221.5077
Papua New Guinea,PNG,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,3
Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.28
Papua New Guinea,PNG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,13.019
Papua New Guinea,PNG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1301.79430690736
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,27215968615.5548
Paraguay,PRY,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,4.9
Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,19.8
Paraguay,PRY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.261
Paraguay,PRY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3596.17999642652
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,147528937028.778
Peru,PER,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,6.2
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,34.77
Peru,PER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.43
Peru,PER,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4076.02939436615
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,199590775190.258
Philippines,PHL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,7.7
Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,25
Philippines,PHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.332
Philippines,PHL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2279.91684305692
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,479321460551.189
Poland,POL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,7.6
Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,62.32
Poland,POL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.892
Poland,POL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,10719.9811644526
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,237880908317.652
Portugal,PRT,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,9.7
Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,53.3
Portugal,PRT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.567
Portugal,PRT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,17861.8234951578
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,98381300000
Puerto Rico,PRI,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,10.6
Puerto Rico,PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,45.3
Puerto Rico,PRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.825
Puerto Rico,PRI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,125122306346.154
Qatar,QAT,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,15.4
Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,69
Qatar,QAT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,98.501
Qatar,QAT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,41865.0627948103
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,166225180150.414
Romania,ROU,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,6.9
Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,39.93
Romania,ROU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.829
Romania,ROU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,6554.84463026005
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1524917468442.01
Russian Federation,RUS,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,7.6
Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,43
Russian Federation,RUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.687
Russian Federation,RUS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,8426.13737444287
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,5849863212.53084
Rwanda,RWA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,1.6
Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,8
Rwanda,RWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.934
Rwanda,RWA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,467.437429959765
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,663161528.405016
Samoa,WSM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,7.7
Samoa,WSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,7
Samoa,WSM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,20.078
Samoa,WSM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2931.10371272114
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,2139072847.68212
San Marino,SMR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,5.9
San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
San Marino,SMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,95.74
San Marino,SMR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,197454052.146072
Sao Tome and Principe,STP,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,4.7
Sao Tome and Principe,STP,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.75
Sao Tome and Principe,STP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,64.952
Sao Tome and Principe,STP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,855.835075749727
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,528207200000
Saudi Arabia,SAU,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,16.8
Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,41
Saudi Arabia,SAU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,82.084
Saudi Arabia,SAU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,15762.7986520568
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,16215069255.5883
Senegal,SEN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,4.7
Senegal,SEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,8
Senegal,SEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.773
Senegal,SEN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1134.64442499353
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,41819468691.8251
Serbia,SRB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,6.9
Serbia,SRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,40.9
Serbia,SRB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.993
Serbia,SRB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4408.7701656178
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,969936525.298729
Seychelles,SYC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,14.4
Seychelles,SYC,Individuals using the Internet (% of population),IT.NET.USER.ZS,41
Seychelles,SYC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.336
Seychelles,SYC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,9148.70269128659
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,2578026297.15912
Sierra Leone,SLE,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,4.4
Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.58
Sierra Leone,SLE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.856
Sierra Leone,SLE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,346.354211823965
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,239809387605.427
Singapore,SGP,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,10.2
Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS,71
Singapore,SGP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Singapore,SGP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,40099.6661185365
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,..
Sint Maarten (Dutch part),SXM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..
Sint Maarten (Dutch part),SXM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Sint Maarten (Dutch part),SXM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Sint Maarten (Dutch part),SXM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,90183986821.6439
Slovak Republic,SVK,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,6.4
Slovak Republic,SVK,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.71
Slovak Republic,SVK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.685
Slovak Republic,SVK,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,12941.0027017494
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,48161250935.0166
Slovenia,SVN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,7.7
Slovenia,SVN,Individuals using the Internet (% of population),IT.NET.USER.ZS,70
Slovenia,SVN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.658
Slovenia,SVN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,18452.0731387797
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,681151193.502387
Solomon Islands,SLB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,3.3
Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS,5
Solomon Islands,SLB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,20.048
Solomon Islands,SLB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,612.946121171587
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,..
Somalia,SOM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,3
Somalia,SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Somalia,SOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,39.31
Somalia,SOM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,375349442837.24
South Africa,ZAF,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,4.5
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,24
South Africa,ZAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.218
South Africa,ZAF,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,5883.21515655379
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,14602072425.3919
South Sudan,SSD,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..
South Sudan,SSD,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
South Sudan,SSD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.86
South Sudan,SSD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1420722034063
Spain,ESP,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,6.6
Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,65.8
Spain,ESP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.442
Spain,ESP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,25097.7878143024
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,56725749221.9043
Sri Lanka,LKA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,10.9
Sri Lanka,LKA,Individuals using the Internet (% of population),IT.NET.USER.ZS,12
Sri Lanka,LKA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.226
Sri Lanka,LKA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2597.12453308387
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,760170370.37037
St. Kitts and Nevis,KNA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,9
St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,63
St. Kitts and Nevis,KNA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,31.322
St. Kitts and Nevis,KNA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1399203481.48148
St. Lucia,LCA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,9.3
St. Lucia,LCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,32.5
St. Lucia,LCA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.45
St. Lucia,LCA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,6631.36664508878
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,..
St. Martin (French part),MAF,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..
St. Martin (French part),MAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
St. Martin (French part),MAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,..
St. Martin (French part),MAF,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,681225962.962963
St. Vincent and the Grenadines,VCT,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,8.4
St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),IT.NET.USER.ZS,33.7
St. Vincent and the Grenadines,VCT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,48.961
